IP,Country,Download,Upload,Latency,ISP,Timestamp,Latitude,Longitude,ConnectionType,DeviceID,POP,AppID,ExchangeName
2001:16a2:229:ad00:51b7:4656:b849:80ea HTTP/1.1,NL,19.659,12.118,112,0,1544800473855,24.6537,46.7152,fixed,6179706c-0d48-4780-8596-0f64bd6e0b0e,AMS|FRA,1392935,Mopub
37.125.46.132 HTTP/1.1,AE,19.840,38.733,69,0,1544800474555,26.4344,50.1033,cellular,2ef6ba8a-85b4-4960-a90e-d6285f9f314f,DXB,13224155,Mopub
188.248.22.69 HTTP/1.1,GB,2.643,5.112,298,0,1544800475655,24.6537,46.7152,fixed,4e809275-849e-4f2a-b1f4-057468fc67ba,LHR,1392935,Mopub
5.244.119.5 HTTP/1.1,AE,7.343,6.218,75,0,1544800476055,21.5169,39.2192,cellular,88fa38b8-8e61-4a6d-8222-5539c34a2d3d,DXB,13224155,Mopub
37.125.157.82 HTTP/1.1,AE,5.166,3.135,77,0,1544800476055,21.5169,39.2192,fixed,8407be3b-cd9b-4da7-9da7-436247ec3467,DXB,698059,Mopub
178.80.106.139 HTTP/1.1,AE,6.713,6.361,355,0,1544800476455,26.2794,50.2083,fixed,66dbce3e-26bf-4b6b-ae53-8a78155cca16,DXB,933694,Mopub
37.107.72.2 HTTP/1.1,DE,17.935,5.527,129,0,1544800476555,24.6537,46.7152,fixed,b3ee46c3-2e90-45d0-a96f-e6a24e1db9ac,AMS|FRA,13224155,Mopub
37.105.200.217 HTTP/1.1,NL,34.056,15.271,170,0,1544800477055,24.6537,46.7152,fixed,cb0af246-2b9a-4046-8b94-b8cbec89bd91,LHR|FRA,15112320,Mopub
5.108.86.5 HTTP/1.1,AE,1.477,3.347,123,0,1544800477155,21.5169,39.2192,cellular,526bb711-081b-4c2c-811d-36b3b05cdbaf,DXB,289674,Mopub
51.253.166.55 HTTP/1.1,DE,42.416,10.793,193,0,1544800477459,21.5169,39.2192,fixed,12a96b55-0858-42c6-8528-8a2c9c51f50a,FRA|AMS,100359,Mopub
51.36.203.155 HTTP/1.1,US,6.154,0.000,230,0,1544800477759,24.6537,46.7152,cellular,eb5c6670-351c-44a9-b25e-2415a16ec8fe,RUH,783426,Mopub
51.36.138.106 HTTP/1.1,US,8.436,13.693,114,0,1544800477759,26.4344,50.1033,cellular,8c0201ba-5234-407a-82b3-f76cd1f9d386,RUH,13224155,Mopub
51.39.246.218 HTTP/1.1,US,6.277,1.249,180,0,1544800477759,26.4344,50.1033,cellular,64c4165b-c02e-4aed-9508-cdaff2c13460,RUH,783426,Mopub
178.87.19.80 HTTP/1.1,GB,8.646,6.472,125,0,1544800478159,26.4344,50.1033,fixed,dd595d4c-a21d-4220-b6bc-99b86f1f6d2d,FRA|LHR|AMS,100803,Mopub
176.47.76.152 HTTP/1.1,GB,20.086,38.998,158,0,1544800478259,21.5169,39.2192,fixed,c62a25f7-779b-40bd-aa8f-0839aa175482,AMS|LHR,15846075,Mopub
51.253.219.91 HTTP/1.1,US,3.520,9.029,174,0,1544800478459,21.5169,39.2192,fixed,99704668-a51a-41d2-8617-9a51af0ea669,AMS|FRA,16311667,Mopub
37.106.194.188 HTTP/1.1,JP,13.450,2.832,121,0,1544800479359,24.6537,46.7152,fixed,51618559-3101-485f-bf23-e45c36a932fd,FRA|LHR,15846075,Mopub
95.186.83.154 HTTP/1.1,DE,9.633,0.000,168,0,1544800479359,21.5169,39.2192,fixed,b57040cb-f2e8-411f-89cc-8f63427cd233,AMS|FRA,13224155,Mopub
51.36.10.192 HTTP/1.1,US,2.818,1.000,209,0,1544800479659,24.6537,46.7152,cellular,3843de75-b27a-4748-b163-70b035b778ce,RUH,783426,Mopub
37.42.174.194 HTTP/1.1,AE,8.834,4.989,73,0,1544800480459,24.6537,46.7152,fixed,b3d63840-3926-4408-939a-e53356c662d0,DXB,15112320,Mopub
2001:16a2:1750:600:7179:51f4:f7da:b143 HTTP/1.1,GB,25.589,15.089,156,0,1544800480760,24.6537,46.7152,fixed,d629e723-1fef-467e-9555-432c6225e17f,FRA|AMS,15846075,Mopub
37.107.74.180 HTTP/1.1,DE,4.815,2.711,315,0,1544800480953,24.6537,46.7152,fixed,103f4106-6172-495e-b634-323b0b703112,FRA|LHR,13224155,Mopub
51.218.157.237 HTTP/1.1,US,34.855,3.313,110,0,1544800481053,24.6537,46.7152,fixed,95a5acd3-f9e3-4e50-a96a-1f44ad451ce0,LHR|AMS|FRA,13224155,Mopub
95.187.155.111 HTTP/1.1,GB,38.178,21.031,150,0,1544800481353,21.5169,39.2192,cellular,e22ac0c7-cb9c-4440-85aa-ed8ddc50b241,FRA|AMS|LHR,13922456,Mopub
51.39.127.156 HTTP/1.1,US,10.052,15.395,91,0,1544800481853,21.5169,39.2192,fixed,2d15a2a8-a577-4625-9af3-b500d7e9999d,RUH,15846075,Mopub
2001:16a2:908e:ed00:ed1e:a978:cb54:6161 HTTP/1.1,NL,52.284,26.962,130,0,1544800481953,21.5169,39.2192,fixed,5987d361-6f87-4352-8370-ad8e75cae559,LHR|AMS,13224155,Mopub
109.83.56.219 HTTP/1.1,AE,2.331,5.415,88,0,1544800482159,18.3064,42.7292,cellular,e7bae32d-fb3f-42a3-ad09-2c87459a4dec,DXB,13224155,Mopub
95.185.56.24 HTTP/1.1,DE,9.927,3.421,164,0,1544800482153,21.5169,39.2192,cellular,1ff85822-f827-47ee-b839-ea8b5ca9d283,LHR|FRA,13224155,Mopub
51.223.81.94 HTTP/1.1,DE,10.539,2.857,160,0,1544800482353,26.4344,50.1033,fixed,8acacc94-6ee8-4f32-9efc-97ad27ecfed5,FRA|LHR,16311667,Mopub
86.51.171.118 HTTP/1.1,AE,6.589,3.528,46,0,1544800482353,24.6537,46.7152,fixed,68589fd9-f6ae-421d-99cd-6d0492845a93,DXB,13862807,Mopub
2001:16a2:5fab:5d00:2c4d:e49d:6f72:e869 HTTP/1.1,US,6.165,7.261,169,0,1544800482353,24.6494,46.7786,fixed,220ec23f-8f76-4919-bca1-0a4e05fef819,AMS|LHR|FRA,100414,Mopub
37.124.198.136 HTTP/1.1,AE,19.801,6.421,77,0,1544800482653,26.4344,50.1033,cellular,f6642185-cb0e-4cb8-81d2-561f606f7110,DXB,1392935,Mopub
176.44.25.67 HTTP/1.1,DE,3.151,2.954,142,0,1544800482653,21.5169,39.2192,fixed,613520af-18ce-4972-b30e-ccee51a585ff,FRA|AMS|LHR,15846075,Mopub
31.167.46.1 HTTP/1.1,AE,45.548,10.968,51,0,1544800482759,21.5169,39.2192,fixed,68372550-8b1d-4b33-8b04-7776987d0f87,DXB,15846075,Mopub
51.252.9.188 HTTP/1.1,US,3.866,42.366,153,0,1544800483353,26.4344,50.1033,cellular,b8d40517-700c-4e3e-964c-a8f4fcf897b8,LHR|AMS,1392862,Mopub
2.90.220.220 HTTP/1.1,GB,5.228,5.111,139,0,1544800483853,24.6537,46.7152,fixed,5df12fc0-8411-4449-84e5-d751dde07ff7,FRA|LHR,100665,Mopub
2001:16a2:e71:700:382e:5fb3:8452:90f0 HTTP/1.1,US,39.898,29.640,121,0,1544800483953,24.6537,46.7152,fixed,8d26528c-cca2-417e-b346-33604f31180a,AMS|FRA|LHR,100501,Mopub
2001:16a2:847c:700:7c54:97b:110c:84c2 HTTP/1.1,DE,8.627,6.547,152,0,1544800484152,21.2703,40.4158,fixed,d7abcbb8-fd9f-4320-9fc1-7d3a376fe63e,LHR|FRA,13224155,Mopub
37.107.72.2 HTTP/1.1,DE,17.404,5.344,157,0,1544800484252,24.6537,46.7152,fixed,b3ee46c3-2e90-45d0-a96f-e6a24e1db9ac,FRA|LHR,13224155,Mopub
51.36.225.234 HTTP/1.1,US,0.732,2.636,176,0,1544800484559,24.6537,46.7152,fixed,73cf4633-99b6-45d8-b48b-6d5a791264d8,RUH,13224155,Mopub
51.223.7.182 HTTP/1.1,DE,12.174,5.624,155,0,1544800484759,26.4344,50.1033,fixed,b7ea7aef-ebde-4d7e-9462-359dd6339ad7,LHR|AMS|FRA,100501,Mopub
93.169.243.173 HTTP/1.1,GB,37.671,15.727,126,0,1544800484959,24.6537,46.7152,cellular,f50a37e8-3e69-4e3e-bb7d-8171c8bb9b4c,FRA|LHR|AMS,15846075,Mopub
2001:16a2:3bc6:ad00:a444:9972:7bb8:ae60 HTTP/1.1,GB,7.317,8.593,100,0,1544800485059,24.6537,46.7152,fixed,df15458b-7378-4c75-8270-6aafe3272eee,FRA,15846075,Mopub
37.56.44.73 HTTP/1.1,US,10.876,2.601,125,0,1544800485259,21.4267,39.8261,fixed,4e3c6ff4-d915-4e7e-852b-71952129d4f7,AMS|FRA|LHR,1392935,Mopub
176.47.23.173 HTTP/1.1,GB,8.209,6.326,164,0,1544800485259,21.5169,39.2192,cellular,c38d8a1d-f8b8-4f93-b8e8-8a895f9d452a,FRA,13224155,Mopub
5.244.119.5 HTTP/1.1,AE,6.744,7.552,79,0,1544800485253,21.5169,39.2192,cellular,88fa38b8-8e61-4a6d-8222-5539c34a2d3d,DXB,13224155,Mopub
151.254.50.73 HTTP/1.1,DE,9.014,5.308,200,0,1544800485359,24.6537,46.7152,fixed,d237a6ee-4b16-4e3f-97b7-52ab4f6d18ae,AMS|FRA,1392935,Mopub
51.223.10.186 HTTP/1.1,DE,6.422,8.135,167,0,1544800485359,26.3032,50.1353,fixed,f9c85c14-beda-42f0-a3c7-c17b61a8affb,AMS|FRA,100503,Mopub
151.255.17.60 HTTP/1.1,GB,8.318,5.097,145,0,1544800485859,24.6537,46.7152,fixed,84239105-15d1-4dd8-99fd-441c4a227b8c,FRA|AMS,1392935,Mopub
151.255.22.29 HTTP/1.1,GB,20.606,21.729,157,0,1544800486359,21.5169,39.2192,fixed,d3ece523-6fb0-46d5-91d9-f193083c1bb7,LHR|FRA,15846075,Mopub
51.253.215.244 HTTP/1.1,US,20.935,3.315,184,0,1544800486555,21.5169,39.2192,fixed,6c32fdbd-2696-4ba3-ab44-ea97d09f229f,FRA|AMS,13224155,Mopub
51.253.113.121 HTTP/1.1,GB,24.158,22.964,160,0,1544800486655,26.3032,50.1353,cellular,7ddd0093-8f00-44fa-accc-e09e89839bb6,AMS|FRA,1392935,Mopub
151.255.71.190 HTTP/1.1,US,1.612,7.485,156,0,1544800486855,21.5169,39.2192,cellular,b9511fea-eb9c-456f-b1ca-4d4a2406823e,LHR|AMS,1392935,Mopub
37.56.47.163 HTTP/1.1,NL,6.704,2.543,124,0,1544800486855,21.5169,39.2192,fixed,00ca1daa-43e5-4d92-874a-8cb0e8b7193d,LHR|FRA,1392935,Mopub
51.223.46.156 HTTP/1.1,NL,5.615,3.746,198,0,1544800487055,26.2794,50.2083,fixed,a15e8c53-7746-4d53-b59b-8f28d237df01,LHR|FRA|AMS,783426,Mopub
93.169.131.223 HTTP/1.1,US,1.351,2.715,147,0,1544800487155,24.6537,46.7152,cellular,7b219b2f-5717-4b56-a2d2-feda66a5d193,AMS|FRA,1392935,Mopub
51.36.92.52 HTTP/1.1,US,2.275,18.363,211,0,1544800487255,21.5169,39.2192,fixed,16181f01-29b0-4297-9982-20e12ea24b3d,RUH,13224155,Mopub
51.36.3.140 HTTP/1.1,US,8.083,7.715,212,0,1544800487355,24.6537,46.7152,fixed,948cd9c7-7dc3-492a-a763-5fae84730f1f,RUH,13224155,Mopub
178.80.63.215 HTTP/1.1,AE,8.261,3.672,135,0,1544800487655,26.4344,50.1033,fixed,6f024075-57d6-4999-96e4-f8d94fcd334a,DXB|AMS|FRA,13224155,Mopub
46.152.41.13 HTTP/1.1,AE,14.424,25.669,111,0,1544800487855,24.6537,46.7152,fixed,e7beaf4b-409e-48c1-9343-8372e8009a89,DXB,13224155,Mopub
5.156.114.208 HTTP/1.1,GB,3.143,8.002,150,0,1544800488159,24.6537,46.7152,fixed,ec56716c-35d8-443b-9c76-77a3de0d4c3d,LHR|AMS,13224155,Mopub
51.39.196.32 HTTP/1.1,US,5.230,8.985,162,0,1544800488155,24.6537,46.7152,cellular,fcd335d6-45de-4602-ab38-61b232b96c61,RUH,783426,Mopub
78.95.165.27 HTTP/1.1,GB,6.616,19.651,157,0,1544800488155,24.6537,46.7152,cellular,e540dd5e-0fff-43f9-b1a8-9ec132a5d754,LHR|AMS,1392935,Mopub
213.166.153.55 HTTP/1.1,GB,20.092,23.608,114,0,1544800488259,24.6537,46.7152,fixed,37c2d611-ed54-4f17-bd44-02c8006abca7,LHR,100501,Mopub
51.39.29.170 HTTP/1.1,US,3.621,9.055,179,0,1544800488259,24.6537,46.7152,cellular,0a15b129-943a-45cd-9572-9441071d6250,RUH,783426,Mopub
37.42.179.220 HTTP/1.1,AE,24.011,18.655,161,0,1544800488255,24.6537,46.7152,cellular,451744db-dc8c-4847-8c69-c462db991638,DXB,16311667,Mopub
2001:16a2:101e:ee00:c8ac:f2be:4d2:ede8 HTTP/1.1,NL,34.217,44.229,171,0,1544800488259,24.6537,46.7152,fixed,ae89e411-6334-40b1-b14c-d641a1c7a7f6,LHR|FRA,13224155,Mopub
51.36.94.158 HTTP/1.1,US,2.148,2.872,147,0,1544800488355,21.5169,39.2192,fixed,8a277018-12a5-4412-9a7a-62c05c77f2ec,RUH,13224155,Mopub
51.36.234.3 HTTP/1.1,US,6.810,11.985,89,0,1544800488655,21.5169,39.2192,fixed,9e86343a-a3aa-454f-a176-9d882ff12e05,RUH,100501,Mopub
37.124.97.192 HTTP/1.1,AE,15.869,17.024,140,0,1544800488955,25.3646,49.5653,cellular,5e002742-0df3-477a-b080-81180412cda4,DXB,933694,Mopub
95.187.113.75 HTTP/1.1,DE,16.152,2.681,154,0,1544800489059,21.5169,39.2192,fixed,ead52f5a-0221-4560-9af6-94d8e075e084,FRA|LHR,15846075,Mopub
176.47.53.122 HTTP/1.1,DE,27.673,5.573,236,0,1544800489059,21.4267,39.8261,fixed,6cfcef92-a3be-4a93-92e6-3875e9879d83,LHR|FRA,15846075,Mopub
188.49.225.58 HTTP/1.1,DE,26.560,10.741,172,0,1544800489059,21.5169,39.2192,fixed,ec8ab154-0990-412f-b121-1924345d30e8,LHR|AMS,15846075,Mopub
51.39.94.194 HTTP/1.1,US,46.108,36.232,108,0,1544800489155,21.5169,39.2192,fixed,e2b1b3d3-eb46-4019-be1a-eb2a3987a66b,RUH,1392935,Mopub
5.111.11.234 HTTP/1.1,AE,3.524,1.548,155,0,1544800489753,21.4267,39.8261,cellular,3511d9a0-4726-43c1-aa34-61af133c43e4,DXB,698059,Mopub
176.16.19.184 HTTP/1.1,AE,2.679,2.591,115,0,1544800489955,24.6537,46.7152,cellular,99feff5d-9b20-4c47-be33-b87004205ef5,DXB,1392935,Mopub
2001:16a2:4d8b:bc00:5030:f293:e094:4e97 HTTP/1.1,DE,23.922,11.752,177,0,1544800490055,26.4344,50.1033,fixed,eab4f802-a77e-4376-96e6-6dec5171eace,FRA|LHR,1392935,Mopub
109.83.56.219 HTTP/1.1,AE,1.817,8.246,96,0,1544800490053,18.3064,42.7292,cellular,e7bae32d-fb3f-42a3-ad09-2c87459a4dec,DXB,13224155,Mopub
159.0.228.157 HTTP/1.1,US,15.845,10.895,297,0,1544800490055,21.4267,39.8261,fixed,020ebc59-db01-4871-9986-6d24b5355ff4,FRA|AMS,698059,Mopub
176.44.151.165 HTTP/1.1,GB,29.299,27.662,173,0,1544800490055,21.5169,39.2192,fixed,b6fb20a7-c0cf-477d-afdb-9288506934d2,AMS|FRA,13224155,Mopub
78.93.5.18 HTTP/1.1,SG,16.817,59.990,219,0,1544800490055,24.6537,46.7152,fixed,a63d0b7f-3b9c-4242-9990-5a1d52b8181a,AMS|LHR|FRA,13224155,Mopub
51.36.112.147 HTTP/1.1,US,17.476,25.264,108,0,1544800490153,21.5169,39.2192,fixed,1b6dc520-564a-41a8-9d37-2d950cbc37cb,RUH,1392935,Mopub
2001:16a2:5639:e200:686b:884e:f58a:131e HTTP/1.1,DE,25.890,5.170,139,0,1544800490359,26.326,43.975,fixed,4fcdf264-22dd-4398-b793-56091e169364,AMS|FRA,13224155,Mopub
37.42.229.94 HTTP/1.1,AE,12.478,7.608,158,0,1544800490653,24.6537,46.7152,fixed,d7dcfabb-dfea-4bc9-99f4-794338a0ea5f,DXB,13224155,Mopub
93.169.159.23 HTTP/1.1,DE,14.919,4.187,134,0,1544800490753,24.6537,46.7152,fixed,dd590c4c-9c88-41b2-8985-356cf9d740bd,AMS|LHR,15846075,Mopub
31.167.34.209 HTTP/1.1,AE,50.356,10.280,64,0,1544800490853,21.5169,39.2192,fixed,a62902fb-d2ca-4d81-8fd6-b5f8efbd9a1b,DXB,15846075,Mopub
2001:16a2:908e:ed00:ed1e:a978:cb54:6161 HTTP/1.1,NL,48.744,19.230,117,0,1544800490953,21.5169,39.2192,fixed,5987d361-6f87-4352-8370-ad8e75cae559,AMS|FRA|LHR,13224155,Mopub
5.108.74.156 HTTP/1.1,AE,20.929,24.716,96,0,1544800491059,21.5169,39.2192,cellular,5bff0de1-502f-487f-82f3-ff1269dd8d62,DXB,13224155,Mopub
78.93.82.20 HTTP/1.1,DE,3.579,6.089,218,0,1544800491153,21.5169,39.2192,fixed,531b7e62-7f0a-40cf-87a2-9bd05cf11b92,AMS|FRA|LHR,1392862,Mopub
51.218.157.237 HTTP/1.1,US,28.791,2.860,216,0,1544800491453,24.6537,46.7152,fixed,95a5acd3-f9e3-4e50-a96a-1f44ad451ce0,AMS|LHR,13224155,Mopub
46.153.20.70 HTTP/1.1,AE,19.271,7.167,86,0,1544800491455,24.6537,46.7152,fixed,ccab215b-2447-411b-ba66-e6ddbfc73ec3,DXB,15846075,Mopub
51.36.76.41 HTTP/1.1,US,16.917,44.940,192,0,1544800491555,21.5169,39.2192,fixed,6659e6dc-56e6-4025-8648-3a3e521b50d4,RUH,15846075,Mopub
176.224.226.126 HTTP/1.1,AE,4.793,7.125,111,0,1544800491555,24.6537,46.7152,cellular,142134ab-842c-42b3-8104-52f5be144ac9,DXB,13224155,Mopub
51.235.252.115 HTTP/1.1,DE,10.660,2.916,104,0,1544800491559,24.6537,46.7152,fixed,5131b7ea-6f60-4ea2-9a92-94fc5f7fb030,FRA|LHR,1392935,Mopub
178.80.131.234 HTTP/1.1,AE,20.253,9.708,53,0,1544800491625,27.0112,49.6583,fixed,a62a63ee-eac7-41c5-9628-79201c6c7e25,DXB,1368560,Mopub
2.88.251.37 HTTP/1.1,GB,14.967,18.169,289,0,1544800491653,24.6537,46.7152,fixed,8161c263-9c40-4515-9294-17a66c7b2e32,FRA|LHR,15846075,Mopub
51.36.30.243 HTTP/1.1,US,16.914,6.262,147,0,1544800491855,24.6537,46.7152,cellular,cc57cf38-11f2-4d75-a8c0-1b44e51bc7e3,RUH,783426,Mopub
51.253.14.221 HTTP/1.1,DE,6.000,16.736,167,0,1544800491959,26.4344,50.1033,cellular,18d36277-f71d-412d-836a-18543e328d16,LHR|FRA|AMS,15846075,Mopub
151.254.106.212 HTTP/1.1,GB,1.173,3.679,244,0,1544800492053,24.6537,46.7152,fixed,b7623ca6-0e73-4445-8ebb-7dc67441adfd,FRA|LHR,100503,Mopub
51.252.156.131 HTTP/1.1,NL,11.652,10.367,179,0,1544800492053,21.5169,39.2192,fixed,74166421-a15e-4f95-9bdf-c1f7d785feb2,FRA|AMS,14322858,Mopub
5.245.9.34 HTTP/1.1,AE,2.798,1.568,93,0,1544800492055,21.5169,39.2192,cellular,dde801a0-a305-41eb-bd64-19d4189133e9,DXB,15846075,Mopub
2001:16a2:5fab:5d00:2c4d:e49d:6f72:e869 HTTP/1.1,US,6.486,6.331,168,0,1544800492153,24.6494,46.7786,fixed,220ec23f-8f76-4919-bca1-0a4e05fef819,AMS|FRA,100414,Mopub
51.36.62.133 HTTP/1.1,US,3.036,4.083,163,0,1544800492253,24.6537,46.7152,fixed,554004d8-54ca-430b-b10b-275e367fc207,RUH,1392862,Mopub
151.254.8.21 HTTP/1.1,GB,8.904,1.432,136,0,1544800492554,24.6537,46.7152,cellular,6452b767-0d15-4ba7-9967-ce1a8e7c0891,FRA|LHR|AMS,698059,Mopub
128.234.156.196 HTTP/1.1,GB,2.870,4.915,232,0,1544800492653,21.5169,39.2192,fixed,bcdb7646-1ff8-47c1-bb5e-12227dd26086,FRA|AMS|LHR,1392935,Mopub
178.87.191.206 HTTP/1.1,DE,6.474,2.530,168,0,1544800492653,26.4344,50.1033,fixed,0ee6b127-f806-4919-8c5f-573ff48e3eb5,AMS|FRA,1392935,Mopub
151.255.101.3 HTTP/1.1,GB,0.505,10.429,173,0,1544800492753,21.5169,39.2192,fixed,f1215874-d075-4b59-865b-7c03903c0178,AMS|LHR,13224155,Mopub
51.235.102.14 HTTP/1.1,GB,47.790,29.618,123,0,1544800492859,24.6537,46.7152,fixed,0d63bd91-2773-4fcb-b0c1-dadc521e18d8,FRA|LHR,783426,Mopub
51.39.127.156 HTTP/1.1,US,11.965,21.622,94,0,1544800492953,21.5169,39.2192,fixed,2d15a2a8-a577-4625-9af3-b500d7e9999d,RUH,15846075,Mopub
95.186.234.9 HTTP/1.1,DE,29.045,10.590,177,0,1544800493053,21.5169,39.2192,cellular,9ac520e1-e532-495b-a68f-713541370313,FRA|AMS,1392935,Mopub
109.82.148.196 HTTP/1.1,AE,2.022,2.887,124,0,1544800493055,24.6537,46.7152,fixed,60b230f8-6402-494d-b989-e90030f59e50,DXB,1392935,Mopub
46.184.55.195 HTTP/1.1,GB,22.461,6.693,117,0,1544800493353,24.6537,46.7152,fixed,b0e545a4-ec30-42df-990f-c5a11c0e3043,LHR,13224155,Mopub
51.235.138.73 HTTP/1.1,GB,25.844,14.378,117,0,1544800493353,24.6537,46.7152,fixed,3bbdb46f-5c5b-4872-89d8-bf97a953d795,AMS,15846075,Mopub
95.186.234.9 HTTP/1.1,DE,7.906,5.021,246,0,1544800493453,21.5169,39.2192,cellular,9ac520e1-e532-495b-a68f-713541370313,FRA|AMS,1392935,Mopub
95.218.94.45 HTTP/1.1,GB,11.206,37.319,137,0,1544800493652,24.6537,46.7152,fixed,6c0cd004-b6ba-4e40-bfac-5cd026e51a59,LHR|AMS,1392935,Mopub
51.39.138.241 HTTP/1.1,US,12.327,13.221,149,0,1544800493755,24.6537,46.7152,cellular,94fda221-2847-4252-9f75-d9386737557d,RUH,1392935,Mopub
51.252.150.253 HTTP/1.1,US,4.981,5.386,237,0,1544800493759,21.5169,39.2192,fixed,3dd8a639-8acd-4237-9bc4-7a131c6bdb33,FRA|AMS,13224155,Mopub
188.50.194.83 HTTP/1.1,GB,7.413,5.940,238,0,1544800493952,21.5169,39.2192,fixed,1dac60b7-b69a-4955-bb5d-e3617e70725d,FRA|AMS,783426,Mopub
5.110.209.189 HTTP/1.1,AE,10.587,20.350,95,0,1544800493955,21.5169,39.2192,cellular,0f9121a8-63ae-47a3-a0cb-dbf3afb5e10c,DXB,100665,Mopub
188.50.51.47 HTTP/1.1,US,1.060,7.374,153,0,1544800493959,21.5169,39.2192,fixed,6db0c824-1c2f-4468-8457-68ed3e686289,AMS|FRA|LHR,13224155,Mopub
51.39.67.47 HTTP/1.1,US,10.543,5.039,128,0,1544800494053,21.5169,39.2192,fixed,6385ea05-bad3-4a83-a415-3c1e1a937c20,RUH,13224155,Mopub
188.49.136.116 HTTP/1.1,DE,4.635,2.863,221,0,1544800494359,21.5169,39.2192,none,c17986d7-0613-49d5-89a0-beaa8f89cebd,LHR|AMS,15846075,Mopub
178.80.28.202 HTTP/1.1,AE,17.509,6.490,48,0,1544800494354,26.4344,50.1033,fixed,b3aec94e-d0b4-4c5d-828c-3702c7c5d6e2,DXB,1392935,Mopub
176.44.25.67 HTTP/1.1,DE,3.137,2.918,204,0,1544800494459,21.5169,39.2192,fixed,613520af-18ce-4972-b30e-ccee51a585ff,AMS|LHR,15846075,Mopub
5.41.166.143 HTTP/1.1,DE,23.195,12.333,179,0,1544800494557,21.5169,39.2192,fixed,9bdbb760-07d1-49e0-a1a2-c2fd6966b6ed,LHR|AMS,13224155,Mopub
5.156.221.187 HTTP/1.1,GB,14.014,31.910,149,0,1544800494755,24.6537,46.7152,fixed,d85c81d0-1e7b-40de-a0d6-d4fcb816eb53,LHR|AMS,15846075,Mopub
51.253.184.48 HTTP/1.1,US,4.251,3.926,201,0,1544800494753,21.5169,39.2192,fixed,f951ca94-69cb-4b4e-8eb3-aeaf9b7cc13d,FRA,1392935,Mopub
77.30.224.44 HTTP/1.1,GB,0.497,5.462,1421,0,1544800494859,24.6537,46.7152,fixed,efd86b97-786b-4364-b10b-0ded94a3eef6,AMS|FRA,17754841,Mopub
95.186.112.61 HTTP/1.1,GB,20.066,20.167,184,0,1544800494857,21.5169,39.2192,cellular,e00b96cc-acbb-4117-bbd9-9da65efe3f80,AMS|FRA,1392935,Mopub
2.89.219.20 HTTP/1.1,GB,2.211,5.647,306,0,1544800494857,24.6537,46.7152,fixed,c7ac4295-8a14-499f-91c0-f30a3cc49f76,LHR,13183249,Mopub
95.218.140.75 HTTP/1.1,DE,7.977,2.525,133,0,1544800494953,24.6537,46.7152,fixed,987e8f21-0aad-4145-8dce-fd43b3bbb377,LHR|FRA,13224155,Mopub
51.39.64.149 HTTP/1.1,US,3.575,7.415,90,0,1544800494955,21.5169,39.2192,fixed,09250435-54a6-46aa-9b11-741532630baa,RUH,15846075,Mopub
37.125.52.95 HTTP/1.1,AE,15.305,3.164,86,0,1544800495153,26.3032,50.1353,cellular,66bc7908-bfdd-421b-86d6-c1710d4b4d92,DXB,1392935,Mopub
51.39.100.133 HTTP/1.1,US,0.590,5.477,224,0,1544800495261,21.5169,39.2192,fixed,f1291689-a884-42c9-89f9-74169ce3e91a,RUH,1392935,Mopub
151.255.75.192 HTTP/1.1,NL,10.847,23.423,140,0,1544800495261,21.5169,39.2192,cellular,25bf890e-bf60-42c9-96f5-60dc2fc18b84,LHR,4276220,Mopub
51.39.141.221 HTTP/1.1,US,5.711,11.131,55,0,1544800495355,26.4344,50.1033,cellular,e109611a-7a27-4647-8f54-5b83cb5d16f5,RUH,698059,Mopub
95.184.33.51 HTTP/1.1,JP,8.539,1.624,160,0,1544800495761,24.6537,46.7152,cellular,e33a05b7-906d-4ecc-b4e9-a46cec271bb9,LHR|FRA,15846075,Mopub
51.39.124.233 HTTP/1.1,US,11.755,10.257,71,0,1544800495753,18.2164,42.5053,fixed,6646e251-0f06-4099-aff1-19412e9e3404,RUH,15846075,Mopub
5.156.238.178 HTTP/1.1,DE,2.723,2.816,134,0,1544800495859,24.6537,46.7152,fixed,e7fb7649-9a6b-45f2-951e-db3db92ff37f,FRA|LHR,15846075,Mopub
5.244.119.5 HTTP/1.1,AE,5.824,6.673,88,0,1544800495953,21.5169,39.2192,cellular,88fa38b8-8e61-4a6d-8222-5539c34a2d3d,DXB,13224155,Mopub
95.186.9.91 HTTP/1.1,DE,7.630,7.509,130,0,1544800495959,21.5169,39.2192,fixed,68aa8ce6-d8f9-4525-bf67-3f4cc4cb2763,FRA,15846075,Mopub
2001:16a2:3bc6:ad00:a444:9972:7bb8:ae60 HTTP/1.1,GB,11.294,9.347,112,0,1544800495957,24.6537,46.7152,fixed,df15458b-7378-4c75-8270-6aafe3272eee,AMS|LHR,15846075,Mopub
31.166.73.18 HTTP/1.1,AE,23.677,10.238,68,0,1544800496057,21.5169,39.2192,fixed,63346cb0-9ce0-449a-b6e4-07ae5ff45d01,DXB,1392935,Mopub
176.47.30.231 HTTP/1.1,JP,3.356,4.429,174,0,1544800496155,21.5169,39.2192,cellular,425a9db9-8321-4052-9fa1-761546b9145c,AMS|FRA,289674,Mopub
37.42.110.159 HTTP/1.1,AE,2.533,3.757,88,0,1544800496353,24.6537,46.7152,cellular,20cf41ae-5462-4ba8-8045-2d87ab65f4c4,DXB,1392935,Mopub
