IP,Country,Download,Upload,Latency,ISP,Timestamp,Latitude,Longitude,ConnectionType,DeviceID,POP,AppID,ExchangeName
178.80.131.234 HTTP/1.1,AE,2.566,10.599,158,0,1544800527753,27.0112,49.6583,fixed,a62a63ee-eac7-41c5-9628-79201c6c7e25,DXB,1368560,Mopub
51.39.76.87 HTTP/1.1,US,15.779,8.300,159,0,1544800527855,21.5169,39.2192,fixed,53aa1649-86d2-4577-8743-dc2a1c90a8af,RUH,15846075,Mopub
37.224.129.220 HTTP/1.1,US,15.845,6.990,204,0,1544800527857,24.6537,46.7152,cellular,6e73e6b6-13a5-46a0-ade7-05c428711c93,FRA|LHR,1392935,Mopub
51.36.212.184 HTTP/1.1,US,15.340,4.911,79,0,1544800527859,21.5169,39.2192,fixed,1461634e-76f5-48b7-a78e-f0668d74655e,RUH,15846075,Mopub
5.244.199.94 HTTP/1.1,AE,17.498,9.063,79,0,1544800527953,21.5169,39.2192,fixed,d486d0a1-91d4-476c-b0f1-b048421afa18,DXB,15846075,Mopub
51.36.251.251 HTTP/1.1,US,3.057,3.222,241,0,1544800528059,26.4344,50.1033,fixed,072b8c5d-56c5-429e-9503-1769737a83f8,RUH,15846075,Mopub
94.96.18.64 HTTP/1.1,US,8.122,7.597,208,0,1544800528059,27.5219,41.6907,fixed,bf01bf42-63e3-4b4b-9c48-44c82edd4874,AMS|FRA,4103400,Mopub
51.253.199.252 HTTP/1.1,NL,7.965,8.857,220,0,1544800528058,21.5169,39.2192,fixed,970870c3-832f-4c98-9ead-92686fd0ff1c,AMS,1392862,Mopub
176.224.86.22 HTTP/1.1,AE,10.113,4.199,78,0,1544800528155,24.6537,46.7152,cellular,a56c4469-bad6-4313-a17d-d598197e704a,DXB,100501,Mopub
2001:16a2:567e:7e00:892d:c1d1:1abd:afe HTTP/1.1,GB,24.289,11.923,162,0,1544800528155,24.4686,39.6142,fixed,0bcef2ce-db1c-44fd-8d8f-446525850dd4,FRA|AMS,4276220,Mopub
51.36.172.182 HTTP/1.1,US,0.895,2.634,743,0,1544800528255,26.4344,50.1033,cellular,ac8ea3b2-8da0-4b2a-8fc9-a208c1f1fd26,RUH,783426,Mopub
51.253.202.202 HTTP/1.1,DE,4.254,8.115,204,0,1544800528257,21.5169,39.2192,fixed,184badf4-1b0b-44e0-9452-56f0b6a7722e,AMS|FRA,15846075,Mopub
51.39.66.81 HTTP/1.1,US,8.338,10.961,103,0,1544800528259,21.5169,39.2192,fixed,b93ef2c8-9fd1-42d6-bb86-40c0e87701e4,RUH,14322858,Mopub
5.108.153.210 HTTP/1.1,AE,14.437,9.426,93,0,1544800528253,21.5169,39.2192,cellular,497a33bf-fc6b-4c54-a665-b63ec56a6dae,DXB,13224155,Mopub
37.224.129.220 HTTP/1.1,US,3.992,5.900,294,0,1544800528357,24.6537,46.7152,cellular,6e73e6b6-13a5-46a0-ade7-05c428711c93,FRA|LHR,1392935,Mopub
51.36.172.182 HTTP/1.1,US,0.528,14.991,499,0,1544800528357,26.4344,50.1033,cellular,ac8ea3b2-8da0-4b2a-8fc9-a208c1f1fd26,RUH,783426,Mopub
5.41.75.67 HTTP/1.1,DE,11.024,2.931,153,0,1544800528559,21.5169,39.2192,fixed,097ecbb7-09eb-4a48-b024-9eeebb3fa0e2,AMS|FRA|LHR,1392935,Mopub
78.95.108.182 HTTP/1.1,DE,16.213,11.900,142,0,1544800528552,24.6537,46.7152,fixed,2d72d58c-7320-489b-a816-e76a71bc9986,AMS|LHR,13224155,Mopub
51.253.213.51 HTTP/1.1,DE,1.933,2.931,158,0,1544800528653,21.5169,39.2192,fixed,2328c845-8af5-4342-acc7-c83a830c687d,AMS|FRA,859859,Mopub
2001:16a2:3b6d:7300:ac63:1648:8de4:b159 HTTP/1.1,DE,34.008,22.857,126,0,1544800528859,24.6537,46.7152,fixed,1d75bd58-207f-4c4f-8af1-6f492e9e4e8e,AMS,1392935,Mopub
95.186.0.224 HTTP/1.1,JP,6.173,9.526,151,0,1544800528853,21.4267,39.8261,fixed,637ea2ee-58a2-4692-b363-6a8f672322b6,AMS|FRA,13224155,Mopub
93.168.208.232 HTTP/1.1,GB,4.379,10.733,230,0,1544800528859,24.6537,46.7152,cellular,0ee310f2-5778-46d4-9b25-ed12a5b7feac,AMS,13224155,Mopub
5.244.207.142 HTTP/1.1,AE,53.057,0.000,80,0,1544800528855,21.5169,39.2192,cellular,a16919a5-04c5-476b-b573-b0310eb802f8,DXB,16311667,Mopub
93.169.46.111 HTTP/1.1,DE,0.423,6.704,140,0,1544800528857,24.6537,46.7152,cellular,af3f0c5d-e91b-40a6-85ee-35cd16844176,AMS|LHR,15846075,Mopub
188.53.155.198 HTTP/1.1,DE,2.745,0.000,211,0,1544800528957,21.5169,39.2192,fixed,15b6256c-dd56-4a90-b7c8-67b64d1b1cb6,LHR|FRA,13862807,Mopub
51.39.79.49 HTTP/1.1,US,4.519,2.898,154,0,1544800528959,21.5169,39.2192,fixed,a66ec6bf-2b09-4ca4-a4e9-a1dff21e6809,RUH,1392935,Mopub
37.42.90.48 HTTP/1.1,AE,46.322,30.230,77,0,1544800528956,24.6537,46.7152,fixed,6759c51f-31aa-43d6-b50e-c1d907f18cf1,DXB,13224155,Mopub
51.252.86.138 HTTP/1.1,GB,10.634,9.541,582,0,1544800529057,26.3032,50.1353,cellular,3aefb657-76c1-4a32-8e98-b08a3f20da43,FRA|AMS,1368560,Mopub
2.88.162.184 HTTP/1.1,DE,4.929,5.096,204,0,1544800529157,24.6537,46.7152,fixed,08a8ec63-190f-4c3b-84c8-a7a70eddd537,FRA|AMS,15846075,Mopub
151.255.122.255 HTTP/1.1,NL,12.650,3.487,137,0,1544800529161,21.5169,39.2192,cellular,12dc60ba-2e70-490e-b010-2af4e9a12d31,FRA|LHR,13224155,Mopub
51.36.63.39 HTTP/1.1,US,2.372,20.938,347,0,1544800529157,24.6537,46.7152,fixed,12b0983a-57e6-41bc-8166-fc8842f50e12,RUH,15846075,Mopub
2001:16a2:8c26:5d00:948d:60b8:bf3f:78e4 HTTP/1.1,DE,15.729,9.418,155,0,1544800529259,21.5169,39.2192,fixed,0ee46a8b-8aa0-49e4-9a50-3c8149f83951,LHR|AMS,13224155,Mopub
2001:16a2:4d72:ee00:ac87:f5b3:5fb7:dba0 HTTP/1.1,GB,15.930,15.592,165,0,1544800529357,26.3032,50.1353,fixed,6deafe6c-0813-4988-9f11-127a7bd0ea77,LHR|AMS|FRA,13224155,Mopub
151.255.40.238 HTTP/1.1,US,9.456,7.290,158,0,1544800529357,21.5169,39.2192,fixed,c6baa06a-7552-4145-b0aa-90c9878526d1,AMS|FRA,783426,Mopub
178.80.135.133 HTTP/1.1,AE,60.737,28.006,50,0,1544800529553,26.2794,50.2083,fixed,5b50c115-71b2-4760-82a5-d5d7d67f039d,DXB,15846075,Mopub
95.187.19.164 HTTP/1.1,GB,10.413,10.023,134,0,1544800529654,21.4267,39.8261,fixed,beeb265c-ef00-43fb-858a-20b27ecd98cd,AMS|LHR,15846075,Mopub
176.224.66.94 HTTP/1.1,AE,20.264,3.869,129,0,1544800529755,24.6537,46.7152,fixed,136e897d-547e-4514-8fa2-03122e0b3288,DXB,1390086,Mopub
37.42.220.238 HTTP/1.1,AE,1.736,7.065,67,0,1544800529754,24.6537,46.7152,cellular,34347316-1708-4587-9415-69ab08553782,DXB,13224155,Mopub
51.39.131.80 HTTP/1.1,US,7.192,4.857,155,0,1544800529753,26.4344,50.1033,fixed,9d1466cb-2a66-4301-bbf6-5df61302170a,RUH,15846075,Mopub
151.254.44.127 HTTP/1.1,GB,7.839,4.135,166,0,1544800529752,24.6537,46.7152,fixed,7b203198-7e62-4634-9d33-c8f5a1dd2a63,FRA|AMS|LHR,13224155,Mopub
188.50.230.167 HTTP/1.1,GB,4.519,8.804,112,0,1544800529754,21.5169,39.2192,none,82395d78-32b7-431f-9eb3-39c9bce4646b,LHR|FRA,13224155,Mopub
51.36.207.255 HTTP/1.1,US,7.892,1.216,195,0,1544800529857,24.6537,46.7152,cellular,54a49cc7-e3ef-4193-ba2a-4d1f1adc46e8,RUH,13224155,Mopub
159.0.199.190 HTTP/1.1,NL,5.903,2.593,133,0,1544800529861,21.5169,39.2192,fixed,ab1973b8-92d8-475f-bbcf-44e54564183f,FRA|AMS,1392935,Mopub
51.36.115.103 HTTP/1.1,US,14.616,31.641,67,0,1544800529852,21.5169,39.2192,fixed,c79b38f6-36c8-4d2e-b193-e94f62f2e29d,RUH,13224155,Mopub
51.39.36.230 HTTP/1.1,US,23.420,8.955,205,0,1544800529861,24.6537,46.7152,cellular,d26203c3-2efe-411b-92c8-f7d1918389eb,RUH,13224155,Mopub
2001:16a2:118d:4c00:adf0:caf0:ddae:d60b HTTP/1.1,GB,45.269,41.005,107,0,1544800529952,24.6537,46.7152,fixed,0eee264b-5633-4128-8504-5f3e10f5fa56,AMS|LHR,15846075,Mopub
51.252.87.45 HTTP/1.1,GB,15.744,14.481,126,0,1544800529959,26.4344,50.1033,unknown,7bb9cb3a-453c-4abb-b24e-e05a8d42787c,FRA|LHR,15846075,Mopub
37.42.117.176 HTTP/1.1,AE,8.292,5.355,136,0,1544800529955,24.6537,46.7152,fixed,65c5bc28-143c-40a8-b23d-b1f6627db608,DXB,13224155,Mopub
2001:16a2:89e2:b000:15bd:9afd:3af9:f51c HTTP/1.1,DE,10.656,4.071,503,0,1544800530053,21.5169,39.2192,fixed,5946c2dc-a48e-4da1-a7aa-b287a74591f1,LHR|FRA,15846075,Mopub
188.48.152.126 HTTP/1.1,DE,7.228,2.580,208,0,1544800530053,21.5169,39.2192,fixed,75f51816-6d9e-4a3e-af15-c6249bb7a7c6,LHR,100414,Mopub
176.16.158.10 HTTP/1.1,AE,2.680,5.713,211,0,1544800530055,24.6537,46.7152,fixed,f8c458d3-77e0-4281-ab6c-8c8634e29f8c,DXB,4103398,Mopub
95.186.146.26 HTTP/1.1,GB,2.249,1.734,159,0,1544800530055,21.5169,39.2192,fixed,04b2ee3d-0d6d-4d8e-a9c8-e1693415f9fe,LHR|FRA,1392935,Mopub
93.168.239.39 HTTP/1.1,SG,13.555,4.785,139,0,1544800530152,24.6537,46.7152,none,a73475be-cff9-43e8-8934-37c609946089,AMS,13224155,Mopub
37.42.78.141 HTTP/1.1,AE,27.185,10.722,71,0,1544800530255,24.6537,46.7152,fixed,451456ac-953d-47c0-a94c-6cd93166f9de,DXB,4103400,Mopub
178.80.134.182 HTTP/1.1,AE,23.630,6.991,47,0,1544800530257,26.2794,50.2083,fixed,8f4a17e1-ea49-4678-9b99-b5f5f621fa29,DXB,13224155,Mopub
2001:16a2:4f39:ec00:c84c:bc:e23e:7925 HTTP/1.1,DE,10.168,12.410,130,0,1544800530257,26.4344,50.1033,fixed,57e49f6f-06d0-4641-ac07-0f7816003155,AMS|LHR,15846075,Mopub
185.133.180.151 HTTP/1.1,AE,71.786,29.431,148,0,1544800530255,24.6537,46.7152,cellular,3016f3e6-b6c2-4de6-a72b-6aa302c45d79,DXB,13224155,Mopub
2001:16a2:528:2900:5b8:658a:196b:4b11 HTTP/1.1,DE,9.575,2.454,117,0,1544800530253,24.6537,46.7152,fixed,aeae05fb-7b2e-4d6b-bcc6-164a643fb858,AMS|LHR,15846075,Mopub
51.252.227.49 HTTP/1.1,DE,7.809,5.147,206,0,1544800530255,21.5169,39.2192,cellular,918f3317-7466-4301-9893-1204f882cc3f,AMS|FRA,13224155,Mopub
128.204.242.235 HTTP/1.1,US,11.722,16.412,180,0,1544800530352,26.2794,50.2083,fixed,d372048c-3b14-4ab5-a3f2-5a4f702aa334,SIN,15846075,Mopub
51.39.205.16 HTTP/1.1,US,4.314,3.321,264,0,1544800530386,24.6537,46.7152,cellular,a331e2e6-331a-40eb-977e-f67b09b60700,RUH,783426,Mopub
51.39.200.201 HTTP/1.1,US,5.280,0.000,117,0,1544800530389,24.6537,46.7152,cellular,bfd10c39-837f-4a9a-8d1e-37b3645c28e9,RUH,13859075,Mopub
176.18.128.131 HTTP/1.1,AE,17.878,18.927,94,0,1544800530352,24.6537,46.7152,fixed,a50be3ac-dd32-4ce5-87f7-767f532f3a69,DXB,100414,Mopub
151.254.104.34 HTTP/1.1,DE,0.151,2.730,381,0,1544800530353,24.6537,46.7152,cellular,ff6647a8-0798-4f27-81c1-b88f50d40db1,AMS|FRA,15846075,Mopub
51.36.160.51 HTTP/1.1,US,4.779,2.723,111,0,1544800530459,26.4344,50.1033,fixed,ad2f700b-5db6-479a-866b-0c34ee29b352,RUH,13224155,Mopub
46.153.37.8 HTTP/1.1,AE,20.650,9.212,65,0,1544800530454,24.6537,46.7152,fixed,7c1ec002-34ca-4d4f-82d9-9c036a600c0d,DXB,13224155,Mopub
129.208.7.134 HTTP/1.1,US,6.168,2.739,167,0,1544800530553,21.5169,39.2192,none,22fbabd1-5614-4800-a009-936495fcbe5f,LHR|AMS,1392935,Mopub
128.234.241.114 HTTP/1.1,DE,5.827,2.805,122,0,1544800530652,21.5169,39.2192,fixed,4c8e609a-1292-4fdf-8efd-67465d70ef90,LHR|AMS,15846075,Mopub
94.49.61.123 HTTP/1.1,SG,3.262,4.184,129,0,1544800530752,21.5169,39.2192,fixed,c6e5c565-ef50-4d19-8ec1-522d86ea51b4,LHR|AMS,1392935,Mopub
94.48.22.208 HTTP/1.1,US,39.214,13.853,93,0,1544800530753,21.5169,39.2192,fixed,632464bf-b023-45f6-a90f-ae3d8af18b89,FRA|AMS|LHR,15846075,Mopub
37.127.130.43 HTTP/1.1,AE,9.377,11.116,72,0,1544800530852,26.4344,50.1033,fixed,dc89c900-c1c5-4801-bd1e-31fb26003666,DXB,15846075,Mopub
93.169.238.174 HTTP/1.1,GB,7.412,4.337,150,0,1544800530953,24.6537,46.7152,fixed,403892d9-2655-4b6f-a82f-e44f5add3a86,LHR|AMS,15846075,Mopub
95.186.216.175 HTTP/1.1,US,37.613,4.939,143,0,1544800530957,21.5169,39.2192,fixed,e5cec1e3-1133-4b34-8d2c-953e45785f8a,FRA|AMS,13224155,Mopub
95.186.177.15 HTTP/1.1,GB,0.215,6.246,179,0,1544800531052,21.4267,39.8261,fixed,34e4d264-e46a-466b-a734-38e4093b8424,FRA,15846075,Mopub
5.41.182.218 HTTP/1.1,DE,36.764,23.713,147,0,1544800531152,21.5169,39.2192,cellular,1fa6b8bf-2072-4647-a179-26fd186bd83a,FRA|LHR,15846075,Mopub
95.185.229.244 HTTP/1.1,NL,0.239,2.883,211,0,1544800531152,21.5169,39.2192,fixed,6075ba2c-69f1-4879-812e-5b8d2571bdaa,AMS,13224155,Mopub
178.80.102.201 HTTP/1.1,AE,11.180,12.144,55,0,1544800531154,26.4344,50.1033,fixed,c36bce2e-8b96-45f2-b744-5e8af1be1310,DXB,13224155,Mopub
94.99.98.246 HTTP/1.1,DE,14.208,28.569,146,0,1544800531253,24.4686,39.6142,fixed,7ab71f8f-d005-4373-bd32-abb07686962d,FRA,13862807,Mopub
51.252.183.250 HTTP/1.1,US,4.763,14.903,231,0,1544800531254,21.5169,39.2192,fixed,cfd57f54-9f42-4a95-96b6-c61fa49366d3,FRA,100503,Mopub
176.47.100.118 HTTP/1.1,US,1.280,1.741,195,0,1544800531355,21.5169,39.2192,fixed,e7fc8b24-fe09-46bc-af83-cfec92827e6a,LHR|FRA|AMS,13224155,Mopub
109.83.119.65 HTTP/1.1,AE,30.405,8.266,86,0,1544800531453,24.6537,46.7152,fixed,6f5ade90-b086-4e50-85d3-2a7c5f0a012d,DXB,100523,Mopub
37.42.138.121 HTTP/1.1,AE,16.961,3.761,94,0,1544800531457,24.6537,46.7152,fixed,9aa1db33-c551-48fa-adc2-b247e6453ea3,DXB,15846075,Mopub
51.39.1.183 HTTP/1.1,US,10.151,9.902,145,0,1544800531459,24.6537,46.7152,fixed,2967c705-90d6-42d1-ad17-d2791dbf7739,RUH,13224155,Mopub
188.248.8.69 HTTP/1.1,GB,5.322,3.588,456,0,1544800531554,24.6537,46.7152,fixed,e5d6b6ef-de26-469c-b438-b0066e3f1b0f,LHR,13224155,Mopub
37.124.39.51 HTTP/1.1,AE,11.071,2.030,79,0,1544800531653,26.5208,50.0245,cellular,89057b9f-4e24-45dd-815d-e4e36a31c53a,DXB,698059,Mopub
151.255.80.12 HTTP/1.1,GB,1.000,2.749,131,0,1544800531757,21.5169,39.2192,cellular,e212b2ab-a7fc-4400-bfa3-83b01af9a919,LHR|FRA|AMS,13224155,Mopub
95.218.144.229 HTTP/1.1,US,4.977,2.866,123,0,1544800531757,24.6537,46.7152,fixed,fa05391d-b8ad-450b-a12d-bb438d669a28,LHR|FRA,16311667,Mopub
188.53.199.14 HTTP/1.1,GB,4.981,2.590,742,0,1544800531759,21.5169,39.2192,fixed,211db1b6-7180-48d1-a419-ae8b49899e47,LHR|AMS,15846075,Mopub
95.186.22.41 HTTP/1.1,DE,47.966,29.552,144,0,1544800531859,21.5169,39.2192,none,ad661dc9-5a24-40c1-a017-a1732e3c69ba,AMS|LHR,15846075,Mopub
95.218.96.222 HTTP/1.1,DE,4.901,8.804,162,0,1544800531957,24.6537,46.7152,fixed,a0d8195c-0d21-4cf4-9090-09057c0856fc,LHR|AMS,15846075,Mopub
51.39.29.171 HTTP/1.1,US,15.626,14.746,135,0,1544800531953,24.6537,46.7152,cellular,9fff0e8c-c877-47c0-83f1-833ababdd7b2,RUH,100501,Mopub
51.252.78.87 HTTP/1.1,DE,36.948,8.214,233,0,1544800531953,26.4344,50.1033,cellular,e13a2e6d-c639-4af9-8163-07012d5aad04,FRA|LHR,783426,Mopub
77.31.97.78 HTTP/1.1,US,18.848,2.709,119,0,1544800531953,21.5169,39.2192,fixed,81274f89-4833-4a98-85a7-aa36cc9ec7dd,FRA|AMS,13224155,Mopub
5.111.89.136 HTTP/1.1,AE,3.147,1.375,308,0,1544800531959,21.4267,39.8261,cellular,3351b3f4-2391-48a3-a065-6a06574d7e80,DXB,698059,Mopub
176.224.97.228 HTTP/1.1,AE,0.946,4.760,87,0,1544800532055,24.4686,39.6142,fixed,258b4576-4c8a-49ff-9e0b-7c989dfe0c65,DXB,1392935,Mopub
37.121.185.241 HTTP/1.1,AE,2.150,0.000,133,0,1544800532059,26.4344,50.1033,cellular,d4f1554b-ab58-4e07-b60b-25a75d3a55d4,DXB,1392935,Mopub
2001:16a2:15eb:b000:919f:8c73:bb8a:44e5 HTTP/1.1,DE,17.151,10.393,108,0,1544800532155,24.6537,46.7152,fixed,2105a36b-b872-4873-87d9-f238ddfe7d12,LHR|FRA,13224155,Mopub
46.184.88.254 HTTP/1.1,IT,0.351,5.045,255,0,1544800532154,21.5169,39.2192,fixed,1edacda5-ad2d-43a3-ae68-92f69e3663c3,MRS,13224155,Mopub
51.36.248.12 HTTP/1.1,US,31.377,25.495,236,0,1544800532152,26.4344,50.1033,fixed,57043bb4-926b-4ef5-acab-93dd8b60f012,RUH,100501,Mopub
51.235.252.115 HTTP/1.1,DE,10.996,2.886,105,0,1544800532252,24.6537,46.7152,fixed,5131b7ea-6f60-4ea2-9a92-94fc5f7fb030,FRA|LHR,1392935,Mopub
2001:16a2:455:f600:39eb:2123:35d7:49f0 HTTP/1.1,JP,33.060,15.091,156,0,1544800532353,24.6537,46.7152,fixed,bb9ca874-7de8-4341-80ab-d32dc09b52d2,AMS|FRA,13224155,Mopub
2001:16a2:69a:9c00:6490:7f5e:80f7:a6f4 HTTP/1.1,NL,2.063,7.073,115,0,1544800532353,24.6537,46.7152,fixed,2be866af-86c9-464d-946c-d652623564d9,AMS|LHR,13224155,Mopub
78.95.135.138 HTTP/1.1,GB,17.353,25.414,132,0,1544800532357,24.6537,46.7152,cellular,2f5432b9-46e2-4202-861b-af17cc8860dc,AMS|LHR,683207,Mopub
37.216.236.113 HTTP/1.1,AE,28.799,43.321,43,0,1544800532455,24.6537,46.7152,none,3f524397-6612-4950-a9cf-d9deb4a372b5,DXB,4276220,Mopub
37.126.174.157 HTTP/1.1,AE,7.307,16.257,77,0,1544800532455,26.4344,50.1033,fixed,bf92785d-e323-414c-a803-6ffe8330ecd9,DXB,15846075,Mopub
51.253.221.177 HTTP/1.1,DE,0.861,3.409,149,0,1544800532653,21.5169,39.2192,fixed,d0a88ce8-4af7-4e99-9fbd-ba3f9965d499,FRA,13224155,Mopub
37.106.152.72 HTTP/1.1,DE,21.897,13.098,116,0,1544800532655,24.6537,46.7152,fixed,74da1744-cc0b-4773-9435-a3a309b622cb,AMS|LHR,100414,Mopub
5.244.97.153 HTTP/1.1,AE,1.501,1.586,117,0,1544800532842,21.5169,39.2192,cellular,2fe141c4-84eb-48ad-8fe1-1880b3d0959f,DXB,783426,Mopub
93.169.194.224 HTTP/1.1,JP,3.208,4.384,246,0,1544800532861,24.6537,46.7152,fixed,b5c9929f-a295-41eb-8210-9396a57338bb,FRA|AMS,100665,Mopub
51.252.155.103 HTTP/1.1,US,3.189,2.226,188,0,1544800532957,21.5169,39.2192,cellular,8afb553c-d553-466b-a97a-9de9dd5d422e,AMS|FRA,1392935,Mopub
159.0.140.57 HTTP/1.1,DE,13.450,12.366,116,0,1544800532957,24.6537,46.7152,fixed,f2ea7f25-6d15-41c4-9940-1c49f7f62b8a,FRA,13224155,Mopub
37.42.136.128 HTTP/1.1,AE,18.617,6.226,71,0,1544800532955,24.6537,46.7152,cellular,92f734dd-24d9-41fc-a971-1386c921466f,DXB,13224155,Mopub
37.127.111.155 HTTP/1.1,AE,50.827,39.352,76,0,1544800532955,26.4344,50.1033,cellular,50a7d9c4-ace1-447d-b65b-b406a464f7f0,DXB,4276220,Mopub
176.224.219.170 HTTP/1.1,AE,10.753,4.244,78,0,1544800532957,24.6537,46.7152,fixed,e4a3025b-34b1-4d9c-aaff-b2df8b00b270,DXB,1392935,Mopub
51.253.169.20 HTTP/1.1,DE,1.047,4.143,154,0,1544800533053,21.5169,39.2192,cellular,fdf6199a-ee3b-472b-843b-53f5110f950a,FRA|AMS,530995,Mopub
51.36.5.50 HTTP/1.1,US,26.116,12.363,163,0,1544800533059,24.6537,46.7152,cellular,d0f9a41e-8570-437b-859b-6a301aec0a01,RUH,783426,Mopub
51.39.130.159 HTTP/1.1,US,6.219,2.703,158,0,1544800533055,26.4344,50.1033,fixed,41628f5d-5a35-4e70-ae16-0bd2630d05e4,RUH,13224155,Mopub
5.41.150.29 HTTP/1.1,DE,38.862,31.358,136,0,1544800533157,21.5169,39.2192,cellular,ef9e0125-7329-413a-9dc6-d14ff8875a17,FRA|AMS|LHR,13224155,Mopub
95.184.88.212 HTTP/1.1,GB,13.241,5.259,162,0,1544800533153,24.6537,46.7152,fixed,91dcec40-e354-411b-a34d-2d92a1392206,AMS|FRA|LHR,15846075,Mopub
51.253.73.179 HTTP/1.1,US,1.442,0.945,187,0,1544800533153,26.4344,50.1033,fixed,f2093ade-61ec-42b3-95f6-5b26fa0012f3,AMS|LHR,15846075,Mopub
5.41.172.189 HTTP/1.1,JP,1.285,0.000,200,0,1544800533152,21.5169,39.2192,fixed,49b733b3-403c-4572-b7fb-d6e0742e6d92,LHR|AMS,15846075,Mopub
2001:16a2:915d:1c00:501b:3b39:7870:bf0e HTTP/1.1,GB,6.510,4.083,178,0,1544800533253,21.5169,39.2192,fixed,ebcace92-f49b-442f-a0eb-6d625a89cc3d,AMS|LHR,13224155,Mopub
2001:16a2:89fa:e00:28c8:24e2:83d8:d2d4 HTTP/1.1,NL,6.111,3.199,122,0,1544800533252,21.5169,39.2192,fixed,7d2a3632-cdc7-4b6f-8f30-a691828f6550,FRA|AMS,13224155,Mopub
151.255.96.1 HTTP/1.1,SG,19.539,4.199,190,0,1544800533452,21.5169,39.2192,fixed,4bac522b-a0d2-4147-9ccc-c3ba86fbaef1,AMS|FRA|LHR,13224155,Mopub
5.156.114.208 HTTP/1.1,GB,3.232,9.820,148,0,1544800533454,24.6537,46.7152,fixed,ec56716c-35d8-443b-9c76-77a3de0d4c3d,AMS|LHR,13224155,Mopub
151.254.91.25 HTTP/1.1,GB,19.164,15.323,125,0,1544800533454,24.6537,46.7152,cellular,d34996ac-6845-44f6-bd8d-c2a80cfbba2e,FRA|AMS,13224155,Mopub
51.252.150.253 HTTP/1.1,US,4.091,5.588,218,0,1544800533459,21.5169,39.2192,fixed,3dd8a639-8acd-4237-9bc4-7a131c6bdb33,AMS,13224155,Mopub
95.187.180.151 HTTP/1.1,DE,10.207,21.398,131,0,1544800533559,21.5169,39.2192,cellular,aa852326-fcac-44bb-a581-6452e08166c9,AMS|LHR,15846075,Mopub
84.235.40.241 HTTP/1.1,GB,15.964,26.816,122,0,1544800533555,24.6494,46.7786,fixed,b3f6abfa-9032-4f6c-b8bc-23cdda705e82,FRA|LHR|AMS,1392935,Mopub
151.255.85.196 HTTP/1.1,DE,3.721,19.024,118,0,1544800533557,21.5169,39.2192,cellular,786f9f21-5339-47d6-a5b0-3372a6a05a61,FRA|AMS|LHR,1392935,Mopub
151.255.85.196 HTTP/1.1,DE,7.382,19.942,148,0,1544800533557,21.5169,39.2192,cellular,786f9f21-5339-47d6-a5b0-3372a6a05a61,FRA|LHR,1392935,Mopub
2001:16a2:545b:ef00:cc2a:574c:9617:3251 HTTP/1.1,GB,20.020,8.136,195,0,1544800533657,26.4344,50.1033,fixed,46e108e2-cad9-4528-b71a-851b42832f20,FRA|AMS,698059,Mopub
94.49.199.186 HTTP/1.1,US,9.158,12.302,127,0,1544800533755,26.4344,50.1033,fixed,12cd528d-8b71-4f12-bc26-7fad7121989c,FRA|AMS,15846075,Mopub
51.36.236.158 HTTP/1.1,US,16.239,14.200,184,0,1544800533852,21.5169,39.2192,cellular,3eb9d522-1f37-45d2-827f-5cf5464159d8,RUH,100523,Mopub
2.89.202.88 HTTP/1.1,GB,13.531,12.843,106,0,1544800533959,24.6537,46.7152,fixed,8a73a637-e330-4e70-b6df-cd418b115051,AMS|LHR,13224155,Mopub
46.38.90.118 HTTP/1.1,GB,42.963,37.303,101,0,1544800533952,21.5169,39.2192,fixed,b3b0223b-9c44-4980-8251-1f2209aeec4e,LHR,13224155,Mopub
128.234.141.12 HTTP/1.1,GB,16.070,2.688,98,0,1544800533953,21.5169,39.2192,fixed,9ea28239-7b0f-410c-9fc4-5a620f226691,FRA|AMS,13224155,Mopub
31.167.199.95 HTTP/1.1,AE,27.287,8.128,55,0,1544800534154,21.5169,39.2192,fixed,07567bc3-f9bb-46b1-ba83-6bf200d88c7f,DXB,15846075,Mopub
176.47.24.226 HTTP/1.1,DE,33.719,30.482,119,0,1544800534155,21.5169,39.2192,cellular,f082544f-202b-4638-88d9-f2a3dc47a5d1,AMS|FRA,13224155,Mopub
176.19.167.252 HTTP/1.1,AE,23.686,8.603,81,0,1544800534257,24.6537,46.7152,cellular,285748f7-5e15-4493-859c-1185eae0527b,DXB,579914,Mopub
95.184.97.42 HTTP/1.1,US,1.012,0.000,146,0,1544800534255,24.6537,46.7152,fixed,0,AMS|LHR,15846075,Mopub
2001:16a2:5f8:dd00:3892:a762:ee8f:bcee HTTP/1.1,US,33.049,8.723,104,0,1544800534261,24.6537,46.7152,fixed,8a9416f2-7dd8-4b32-931f-cfd455a77941,LHR,100414,Mopub
2.88.174.62 HTTP/1.1,DE,8.008,2.629,141,0,1544800534359,24.6537,46.7152,fixed,f38e5dab-e4a1-42e1-9d24-6b14dcd54dcd,LHR|AMS|FRA,1392935,Mopub
95.186.41.59 HTTP/1.1,DE,4.348,3.301,149,0,1544800534353,21.5169,39.2192,fixed,e52b458a-5f14-41fd-8093-c1403ef73f4c,FRA|LHR,15846075,Mopub
37.42.92.122 HTTP/1.1,AE,7.660,6.376,118,0,1544800534355,21.5169,39.2192,cellular,65134924-9a85-4dfa-aa0b-f096ad86f83b,DXB,698059,Mopub
