Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
The Boltons,TBS,GB,The Boltons,51.489193,-0.18403,111257.5884,69456.91173,500,19,20
