Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Manresa Road,MRD,GB,Manresa Road,51.48779,-0.17171,111257.5616,69459.0435,500,19,20
