Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Ilchester Place,IPL,GB,Ilchester Place,51.500649,-0.203542,111257.8069,69439.50352,500,19,20
