Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Frognal Way,FWY,GB,Frognal Way,51.554621,-0.181064,111258.8363,69357.45149,500,19,20
