Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Courtenay Avenue,CRT,GB,Courtenay Avenue,51.574582,-0.168219,111259.2169,69327.08963,500,19,20
