Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Kensington Palace Gardens,KPG,GB,Kensington Palace Gardens,51.506842,-0.190435,111257.9251,69430.09164,500,19,20
