Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Kensington Palace Gardens,KPL,UK,Kensington Palace Gardens,51.505142,-0.188196,111257.9251,69430.09164,100,19,20
