Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Grosvenor Crescent,GCC,GB,Grosvenor Crescent,51.500965,-0.153503,111257.813,69439.02329,500,19,20
