Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Cottesmore Gardens,CGD,GB,Cottesmore Gardens,51.498657,-0.187325,111257.7689,69442.5307,500,19,20
