Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Albemarle Street,AST,GB,Albemarle Street,51.509014,-0.141792,111257.9665,69426.79053,500,19,20
