Country,Capital,Country Code 2,Country Code 3,Latitude,Longitude,Latitude-Length,Longitude-Length,Radius,Peak-Start-GMT,Peak-End-GMT
Compton Avenue,CMP,GB,Compton Avenue,51.574002,-0.165065,111259.2058,69327.97197,500,19,20
